H,S,V,contrast_0,contrast_45,contrast_90,contrast_135,disimilarity_0,disimilarity_45,disimilarity_90,disimilarity_135,homogenity_0,homogenity_45,homogenity_90,homogenity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,asm_45,asm_90,asm_135,label
68.1441,65.07001111111109,60.93096666666665,0.4792865105908586,0.8061207369045091,0.5696098104793759,0.7505732598069373,0.2940245261984392,0.4220087023635082,0.35210702341137134,0.4061923244706437,0.8697825175407696,0.8227619769329101,0.8443824555074604,0.8276560211811367,0.3741521905047652,0.3608479865526879,0.3676685826252559,0.36238942367364646,0.9696668977129025,0.9489490031062326,0.9639704082995676,0.9524665121845118,0.13998986165951413,0.13021126939912883,0.13518018664966464,0.13132609439051762,Cauliflower_Black_rot
88.62478888888894,33.310133333333326,61.65652222222228,0.4158193979933109,0.6667934363150304,0.42839464882943135,0.624131721121688,0.2343255295429208,0.33574568517130693,0.272541806020067,0.32315074775449953,0.8980374419153483,0.8585515287638659,0.8777852638303939,0.863206484413346,0.3772832205802076,0.3614974615366374,0.3687977209846089,0.3632647998757655,0.9832239376905573,0.9730577029397978,0.9827398714457294,0.9747810701017579,0.14234262853137356,0.13068041469743263,0.13601175900344142,0.13196131482877996,Cauliflower_Black_rot
24.69271111111111,6.121388888888889,14.537888888888883,0.2696544035674471,0.3459021711166542,0.15556298773690067,0.38480553908792986,0.0890969899665552,0.10870124495251733,0.07629877369007802,0.12395834498495543,0.967343720585238,0.9614329118101259,0.9682182662588719,0.9556587963041612,0.8192515237780212,0.8179458089367239,0.8201209449971187,0.8175598898208082,0.9850796120827061,0.9809060895228091,0.991390250747143,0.9787585897945968,0.6711730592126097,0.6690353463571516,0.672598364422967,0.6684041734438121,Cauliflower_Black_rot
77.86626666666668,21.10047777777777,41.915822222222204,0.6765440356744709,0.8644534177470056,0.4969342251950948,1.0063310253800293,0.2834113712374583,0.3232514177693761,0.22426978818283166,0.3489334571201664,0.8868874601552345,0.8752695848340922,0.9085394914491063,0.8700008071303883,0.4665209408455953,0.4633939500785429,0.47134314340790684,0.46256734332821137,0.9835249217539038,0.9789504893170237,0.9878990756549352,0.9754955045700334,0.21764178824745942,0.21473395296939513,0.22216435883764662,0.21396854711371935,Cauliflower_Black_rot
65.84167777777775,25.539911111111117,38.352144444444434,0.820590858416946,1.1643046498361322,0.6924080267558536,1.2331405688974393,0.30235228539576375,0.3670652453551976,0.2544370122630993,0.36742318318587064,0.8888052061770993,0.8735095528589113,0.905364933084504,0.875799718731939,0.5844365948194516,0.5806068227656893,0.5862777163244868,0.5804515360804755,0.9784776015216169,0.9694975874190691,0.9818425928232777,0.9676936500838371,0.34156613336415587,0.3371042826420686,0.34372156065865533,0.3369239857381836,Cauliflower_Black_rot
29.104588888888884,29.632933333333344,23.98071111111109,0.2962764771460424,0.6021297300925047,0.37597547380156066,0.45380924150736573,0.15377926421404692,0.20640708716904735,0.14803790412486068,0.1857361774476796,0.935741084252278,0.9240401464861746,0.9425847932002128,0.9285337423188604,0.7369334068204368,0.7339383853472486,0.7371148010134809,0.7352802240730061,0.9781504906467935,0.9556952272074255,0.9722712510992646,0.9666087109451053,0.5430708460879754,0.5386655534861264,0.5433382298731435,0.5406370079128501,Cauliflower_Black_rot
73.59423333333338,61.72145555555557,64.84243333333336,0.5081270903010031,0.7819599333340796,0.513656633221851,0.7395890426281589,0.2881493868450389,0.3961029518685473,0.3231549609810481,0.38643863044037546,0.8747680234231129,0.8336184807057415,0.855868753358149,0.836936234513736,0.33957208932614463,0.32825412048433966,0.33462923080589546,0.3291904748853981,0.974234011769551,0.9603253824603459,0.9739497850585962,0.9624753252109179,0.11530920384932314,0.1077507676149474,0.11197672210974526,0.1083663687552739,Cauliflower_Black_rot
69.36452222222219,81.0922888888889,73.64453333333334,0.4591415830546266,0.7727877764230828,0.5560423634336674,0.7266809096095126,0.29127090301003344,0.4154539658393084,0.34542920847268654,0.39990604131944857,0.8699315702239557,0.8244701947395778,0.8472162141438939,0.8298588552713879,0.34727538480105374,0.33581440413855235,0.3431013158925042,0.3378756437488405,0.9765570177292985,0.9605413855025422,0.9716146064987486,0.962895634902386,0.12060019288871994,0.11277131402693097,0.11771851296716794,0.11415995063869336,Cauliflower_Black_rot
65.84167777777775,25.539911111111117,38.352144444444434,0.820590858416946,1.1643046498361322,0.6924080267558536,1.2331405688974393,0.30235228539576375,0.3670652453551976,0.2544370122630993,0.36742318318587064,0.8888052061770993,0.8735095528589113,0.905364933084504,0.875799718731939,0.5844365948194516,0.5806068227656893,0.5862777163244868,0.5804515360804755,0.9784776015216169,0.9694975874190691,0.9818425928232777,0.9676936500838371,0.34156613336415587,0.3371042826420686,0.34372156065865533,0.3369239857381836,Cauliflower_Black_rot
83.32408888888895,21.222822222222216,41.9542777777778,0.789966555183947,1.1382534870974597,0.5765328874024526,1.035726669724053,0.31159420289855067,0.3761367322513171,0.24629877369007802,0.3594255097817698,0.8785801619829788,0.8626215334644602,0.9014443864770545,0.8654025700365461,0.46659119986614656,0.462838370040044,0.47177091425601586,0.4629263707787955,0.9819708051893751,0.9740202566820112,0.9868438690812307,0.9763604795637654,0.21770734779253031,0.2142193567813247,0.22256779553795705,0.21430082476242687,Cauliflower_Black_rot
